index,timestamp,links,rechts,code,,opmerkingen,,case,first letter name,gender,age,experience
382,1:06:25,,"Ja het is een beetje grenzen onderzoeken kijken hoe ver je kan gaan, en je eigen plek in de wereld vinden. Dat leidt tot eventueel pestgedrag.",,,,,Domain theory,R.,Female,23,None
383,1:06:44,,Ook een beetje die overlevingsdrang natuurlijk.,,,,,Domain theory,R.,Female,23,None
384,1:06:48,Maar wel op een veilige manier. Misschien is dit een goede want dat is vooral voor die buitenstaanders en helpers—en de pester zou het ook niet doen als ie geen helpers had.,,,,,,Domain theory,T.,Female,21,None
385,1:07:17,Dus die veilige manier vertaalt weer naar die anonimiteit.,,,,,,Domain theory,T.,Female,21,None
386,1:07:27,"Nou dan het idee, we kunnen wel weer hetzelfde tekenen als dat we daar hebben getekend.",,,,,,Domain theory,T.,Female,21,None
387,1:07:35,,Ik heb wel een schaar maar alleen geen lijm.,,,,,Domain theory,R.,Female,23,None
388,1:07:42,,Als ik de telefoon ga tekenen zit ik dan in de weg?,,,,,Domain theory,R.,Female,23,None
389,1:07:45,Nee hoor.,,,,,,Domain theory,T.,Female,21,None
390,1:07:49,,"Ik denk dat we twee basisschermen hebben, één waar de vraag op staat en één waar je antwoord op kan invullen.",,,,,Domain theory,R.,Female,23,None
391,1:09:11,,[tekent] vind je maatje…,,,,,Domain theory,R.,Female,23,None
392,1:09:16,Misschien hier nog bij zetten dat door deze aspecten ontstaat het pestgedrag. [bij het eerste vakje van het template],,,,,,Domain theory,T.,Female,21,None
393,1:09:53,Nog een beetje uitleg?,,,,,,Domain theory,T.,Female,21,None
394,1:09:54,,Ja.,,,,,Domain theory,R.,Female,23,None
395,1:09:56,"Iedere dag krijgt iedereen de vraag van de dag, een beetje het onderwerp misschien uitleggen.",,,,,,Domain theory,T.,Female,21,None
396,1:10:13,,"Ja dat is dan natuurlijk niet wat is je favoriete kleur maar echt persoonlijk van over schaamte, evt problemen thuis. Echt wel serieuze dingen.",,,,,Domain theory,R.,Female,23,None
397,1:10:28,"Ja gaat over serieuze, vaak niet besproken onderwerpen.",,,,,,Domain theory,T.,Female,21,None
398,1:10:49,Iedereen kiest een antwoord.,,,,,,Domain theory,T.,Female,21,None
399,1:10:56,,Ja aan het eind van de schooldag kiest iedereen een antwoord.,,,,,Domain theory,R.,Female,23,None
400,1:11:01,Anoniem een antwoord,,,,,,Domain theory,T.,Female,21,None
401,1:11:04,,Via de app en automatisch komt er dan een balletje rollen in de goeie bak.,,,,,Domain theory,R.,Female,23,None
402,1:11:38,[tekent] een balletje rolt in de bak met het gekozen antwoord.,,,,,,Domain theory,T.,Female,21,None
403,1:11:54,,Dus dan kan iedereen zien dat ze niet alleen zijn in hun ervaring. En er vervolgens in partneren als dat lukt.,,,,,Domain theory,R.,Female,23,None
404,1:12:24,[tekent] via de app gelinkt… andere leerling zodat ze kunnen reflecteren en discussieren over dat.,,,,,,Domain theory,T.,Female,21,None
405,1:13:03,Ho geeft dit ontwerp antwoord op de ontwerpvraag?,,,,,,Domain theory,T.,Female,21,None
406,1:13:15,,Even kijken.. [pakken de brief erbij],,,,,Domain theory,R.,Female,23,None
407,1:13:21,"Dat machtsverschil wordt weggehaald, doordat je anonimiteit biedt haalt dat dat groepsgevoel weg, en daarna ook random te partneren. Heb je niet dat mensen in groepjes...",,,,,,Domain theory,T.,Female,21,None
408,1:13:37,,Je hebt niet dat mensen er alleen voor komen te staan. En je creert een veilige omgeving waarin ze elkaar beter kunnen leren kennen.,,,,,Domain theory,R.,Female,23,None
409,1:13:49,Een veilige omgeving dat wordt gecreeerd door de anonimiteit. En zien dat je niet alleen bent.,,,,,,Domain theory,T.,Female,21,None
410,1:14:04,,Ik zie hier alleen dat de vraag is hoe kinderen die pesten hun gedrag kunnen aanpassen maar ik denk dat dat veel dieper is dan alleen dat.,,,,,Domain theory,R.,Female,23,None
411,1:14:13,Want het heeft dus juist met iedereen te maken.,,,,,,Domain theory,T.,Female,21,None
412,1:14:16,Maar er stond ook dat het niet alleen genoeg is om het gepeste kind weerbaarder te maken.,,,,,,Domain theory,T.,Female,21,None
413,1:14:27,"Dus daarom ook in een groep.. Misschien de groep niet opbreken, maar die duo's creeeren.",,,,,,Domain theory,T.,Female,21,None
414,1:14:44,"Dus eigenlijk wat we hier hebben gezeg, dus dat we de problemen oplossen, dus door meer bekendheid van elkaar.",,,,,,Domain theory,T.,Female,21,None
415,1:14:55,,"Ja ik ben de juiste woorden aan het vinden, maar kan ze niet vinden. Maar ja inderdaad meer bekendheid over meer onderwerpen, over elkaar, over zichzelf.",,,,,Domain theory,R.,Female,23,None
416,1:15:02,,Meer bekendheid op al die vlakken. Denk dat je daardoor uiteindelijk ook meer een groepsgevoel van de klas als geheel krijgt in plaats van die groepjes.,,,,,Domain theory,R.,Female,23,None
417,1:15:25,"[schrijft] met elkaar, door samen ervaringen te delen…",,,,,,Domain theory,T.,Female,21,None
418,1:15:40,,En ook omdat je anoniem wordt gekoppeld wordt je gedwongen om een gesprek te voeren met iemand waarmee je normaal niet zou praten.,,,,,Domain theory,R.,Female,23,None
419,1:15:55,"Dus inderdaad doorbreken groepsgedrag, leerlingen random aan elkaar koppelen. Steeds met iemand anders. Zodat iedereen elkaar een beetje leert kennen.",,,,,,Domain theory,T.,Female,21,None
420,1:16:33,,"En zo hopen dat de algehele empathie wordt verhoogd, en het algehele groepsgevoel van subgroepen. Want als de hele klas zich als een groep voelt dan is er niets aan de hand. Tenzij ze andere groepen gaan pesten natuurlijk.",,,,,Domain theory,R.,Female,23,None
421,1:16:59,Ja dat schamen wordt dus ook weggenomen doordat je ziet wat iedereen doet.,,,,,,Domain theory,T.,Female,21,None
422,1:17:09,,Maar je triggert wel die nieuwsgierigheid doordat je gaat denken 'van wie zou dit kleurtje zijn'.,,,,,Domain theory,R.,Female,23,None
423,1:17:20,Nog die schaamte dan? Of zit dat hier al in.,,,,,,Domain theory,T.,Female,21,None
424,1:17:25,,Ik denk dat je alles hier hebt dan.,,,,,Domain theory,R.,Female,23,None
425,1:17:35,En door dit ook wel minder machtsverschil.,,,,,,Domain theory,T.,Female,21,None
426,1:17:43,Want niemand heeft de macht over met wie ze praten of juist niet.,,,,,,Domain theory,T.,Female,21,None
427,1:17:55,,"Ja net als pesten is dit herhaaldelijk en over een langere periode, dus dan ga je het tegen op dezelfde manier.",,,,,Domain theory,R.,Female,23,None
428,1:18:33,"Dus geen eenmalig ding, een anti-pestprogramma.",,,,,,Domain theory,T.,Female,21,None
429,1:18:43,,"Het is iets wat opbouwt en langetermijn effecten heeft, en niet korte termijn. En heel veel huidige pestprogramma's zijn op kortetermijn effecten ingericht.",,,,,Domain theory,R.,Female,23,None
430,1:18:53,,"En dat is ook maar aanname, geen idee eigenlijk.",,,,,Domain theory,R.,Female,23,None
431,1:19:02,,Heel veel meer dan die programma's op tv van Arie Boomsma weet ik ook niet.,,,,,Domain theory,R.,Female,23,None
432,1:19:15,,"Er wordt op mijn basisschool ook niet zoveel tegen gedaan, heb er ook niets van meegekregen.",,,,,Domain theory,R.,Female,23,None
433,1:19:23,Nou klaar dan denk ik.,,,,,,Domain theory,T.,Female,21,None
434,1:19:40,[presentatie],,,,,,Domain theory,T.,Female,21,None
435,1:19:45,,Ik denk dat wij zijn gestart met kijken naar die rollen welke rollen er allemaal zijn en wat die rollen met elkaar gemeen hebben. En wat al die kinderen met elkaar gemeen hebben.,,,,,Domain theory,R.,Female,23,None
436,1:19:56,,"En dat is een dat ze allemaal nieuwsgierig zijn, want ze zijn allemaal in ontwikkeling. Maar wat er dus omdat ze nog in de ontwikkeling zijn en een gebrek aan empatisch vermogen en zelfverzekerdheid en aan zelfkennis hebben, wil dat zich nog wel eens uiten in pestgedrag.",,,,,Domain theory,R.,Female,23,None
437,1:20:12,,Dus aan de hand van die vier punten zijn we dit vraagstuk gaan beantwoorden.,,,,,Domain theory,R.,Female,23,None
438,1:20:17,Ja en wat ze allemaal gemeen hadden is die angst en dat ze dus eigenlijk allemaal die veiligheid willen hebben. Dus dat het dus ook op een veilige manier moet gebeuren.,,,,,,Domain theory,T.,Female,21,None
439,1:20:25,"Dat ze op een veilige manier die grenzen kunnen ontdekken, want juist door die aspecten als dat gebrek en dat grenzen willen opzoeken zie je juist dat pesten en dat groepsgedrag.",,,,,,Domain theory,T.,Female,21,None
440,1:20:38,En daar hebben dan een beetje over bediscussieerd wat we dachten dat het in zijn werk ging.,,,,,,Domain theory,T.,Female,21,None
441,1:20:46,Toen zijn we eigenlijk gaan kijken hoe kunnen we dan die nieuwsgierigheid triggeren en meer bekendheid richting elkaar maar ook richting zichzelf dus meer empathie en meer zelfverzekerdheid en meer zelfkennis..,,,,,,Domain theory,T.,Female,21,None
442,1:20:58,,En allemaal in een veilige omgeving dus het moest er wel in blijven en dat was wel even lastig.,,,,,Domain theory,R.,Female,23,None
443,1:21:04,"Ja dus toen zijn we met die hkj's aspecten eruit gehaald dus bijvoorbeeld de anonimiteit eruit gepakt, de reflectie eruit gepakt, het begrijpen gedeelte, het discussieer gedeelte eruit gepakt.",,,,,,Domain theory,T.,Female,21,None
444,1:21:21,En ook toch een beetje gekeken naar hoe maak je nou fysiek visueel een leuk voor die kinderen.,,,,,,Domain theory,T.,Female,21,None
445,1:21:38,,"Dus het idee is dat, het heeft geen naam maar, de vraag van vandaag in een klaslokaal een vraag van vandaag komt te hangen. Met een soort van bingosysteem met balletjes met twee bakken waar de balletjes in kunnen vallen met ja of nee.",,,,,Domain theory,R.,Female,23,None
446,1:21:54,,"En aan het eind van elke dag krijgen kids op de app de mogelijkheid om anoniem de vraag in te vullen en het zijn vragen over vrij onbesproken onderwerpen waar je het niet zomaar over hebt. Waar kinderen zich eventueel over kunnen schamen of iets dergelijks. Dus daar zit dan ook een stukje zelfreflectie over in, dat ze zich kunnen openstellen.",,,,,Domain theory,R.,Female,23,None
447,1:22:15,,"Maar ze doen het anoniem. Ze krijgen een kleurtje toegewezen van die bak via de app, dus elke dag anders. Die balletjes komen dan in die bakken terecht, dus dan kunnen ze zien dat ze niet alleen zijn, en waar de meerderheid ligt.",,,,,Domain theory,R.,Female,23,None
448,1:22:28,,"En vervolgens komt er een onderdeel vind je maatje, dus je krijgt een ander kleurtje toegewezen dan mag je je eigen kleurtje weer pakken, en dan vind je je kleurpartner en dan is het idee dat je daar weer over gaat praten en ervaringen gaat wisselen.",,,,,Domain theory,R.,Female,23,None
449,1:22:43,,Dus dan worden ze één op één gekoppeld dus dat is dan niet heel eng ipv dat je voor de klas wordt gezet om je verhaal te vertellen.,,,,,Domain theory,R.,Female,23,None
450,1:22:51,,Dus het is één op één dus dat maakt dat het iets laagdrempeliger is. En ze worden iedere keer gekoppeld aan iemand anders dus je wordt gedwongen om buiten je comfort zone te stappen en wordt gedwongen om met mense nte praten waar je niet uit jezelf mee zou praten.,,,,,Domain theory,R.,Female,23,None
451,1:23:05,"Dus het is heel random, dus dat gaat dat groepsgedrag tegen omdat je random wordt gekoppeld aan mensen. En iedere dag krijg je weer een ander kleur balletje dus je weet ook niet wat iemand heeft.",,,,,,Domain theory,T.,Female,21,None
452,1:23:17,,"En het is iedere dag ook weer spannend, van wat gaat er gebeuren… Hoeveel balletjes komen er in welke plek.",,,,,Domain theory,R.,Female,23,None
453,1:23:24,,"En ik hoop dat je hiermee een soort van klassikale empathie kan creeëren, dat iedereen elkaar wat meer begrijpt en wat meer een groepsgevoel kan creeëren in plaats van de subgroepjes.",,,,,Domain theory,R.,Female,23,None
454,1:23:35,"En het is ook over een langere periode iedere dag dus dan is het ook dat je iedere dag ook aan een ander onderwerp hebt dus dan ook steeds meer achter komt wat mensen eigenlijk meemaken, en dus ook steeds vaker ervaringen deelt met andere leerlingen.",,,,,,Domain theory,T.,Female,21,None
455,1:23:51,En daarmee dus meer dat groepsgevoel als geheel creeërt.,,,,,,Domain theory,T.,Female,21,None
456,1:23:55,,"En ik denk ook dat het een langetermijn oplossing is, en dus niet meteen resultaat.",,,,,Domain theory,R.,Female,23,None
457,1:24:02,"Ook voordat ze daar zelf de waarde van inzien. Na het een paar keer gedaan te hebben. Dat je dan ziet dat je ook met andere mensen best wel goed kan praten enzo. Deze heeft hetzelfde, dit hebben we gemeen.",,,,,,Domain theory,T.,Female,21,None
458,1:24:16,,Met deze persoon heb ik heel veel gemeen.,,,,,Domain theory,R.,Female,23,None
